date,time,speed,voltage,current,power,battery_level,totaldistance,system_temp,pwm,gps_speed,latitude,longitude,gps_alt,phase_current,torque,temp2,distance,mode,alert,gps_heading,gps_distance,tilt,roll
2026-04-05,10:00:32.700,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:32.800,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:32.900,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:33.000,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:33.100,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:33.200,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:33.300,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:33.400,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:33.500,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:33.600,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:33.700,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:33.800,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:33.900,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:34.000,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:34.100,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:34.200,0,126.5,0,0,100.0,12364.1,25,0,0,55.7626,37.6309,156,0,0,24,18.9,Standby,,0,12364.1,0,0
2026-04-05,10:00:34.300,0,126.4,0.7,87,100.0,12364.1,25,0,0.0,55.7626,37.6309,156,1.0,43.4,24,18.9,Riding,,0,12364.1,-2,1
2026-04-05,10:00:34.400,3,126.0,2.7,343,100.0,12364.1,26,5,2.4,55.7626,37.6309,156,4.1,68.5,25,18.9,Riding,,5,12364.1,-2,1
2026-04-05,10:00:34.500,5,125.5,6.1,766,100.0,12364.1,27,11,4.8,55.7626,37.6309,156,9.2,76.6,26,18.9,Riding,,10,12364.1,-2,1
2026-04-05,10:00:34.600,7,125.1,7.9,987,100.0,12364.2,28,16,7.1,55.7626,37.6309,156,11.8,65.8,26,19.0,Riding,,15,12364.2,-2,1
2026-04-05,10:00:34.700,10,124.7,10.5,1315,100.0,12364.2,29,22,9.5,55.7626,37.6310,156,15.8,65.7,27,19.0,Riding,,20,12364.2,-2,1
2026-04-05,10:00:34.800,13,124.3,12.6,1562,100.0,12364.2,30,27,11.9,55.7626,37.6310,156,18.8,62.5,27,19.0,Riding,,25,12364.2,-2,1
2026-04-05,10:00:34.900,15,123.9,15.0,1861,100.0,12364.3,31,33,14.2,55.7627,37.6310,156,22.5,62.0,28,19.1,Riding,,30,12364.3,-2,1
2026-04-05,10:00:35.000,18,123.3,18.5,2282,100.0,12364.3,32,38,16.6,55.7627,37.6311,156,27.8,65.2,29,19.1,Riding,,35,12364.3,-2,1
2026-04-05,10:00:35.100,20,122.9,21.1,2590,100.0,12364.4,33,44,19.0,55.7627,37.6311,156,31.6,64.8,29,19.2,Riding,,40,12364.4,-2,1
2026-04-05,10:00:35.200,23,122.6,23.0,2815,100.0,12364.4,33,49,21.4,55.7627,37.6311,156,34.5,62.6,30,19.2,Riding,,45,12364.4,-2,1
2026-04-05,10:00:35.300,25,122.0,26.3,3213,100.0,12364.5,35,55,23.8,55.7627,37.6312,156,39.5,64.3,30,19.3,Riding,,50,12364.5,-2,1
2026-04-05,10:00:35.400,28,121.7,28.5,3462,100.0,12364.6,35,60,26.1,55.7628,37.6312,156,42.7,62.9,31,19.4,Riding,,55,12364.6,-2,1
2026-04-05,10:00:35.500,30,121.3,30.6,3711,100.0,12364.7,36,65,28.5,55.7628,37.6313,156,45.9,61.8,31,19.5,Riding,,60,12364.7,-2,1
2026-04-05,10:00:35.600,33,120.8,33.4,4032,100.0,12364.8,37,71,30.9,55.7628,37.6314,156,50.0,62.0,32,19.6,Riding,,65,12364.8,-2,1
2026-04-05,10:00:35.700,35,120.3,36.7,4416,100.0,12364.8,38,76,33.3,55.7629,37.6314,156,55.0,63.1,33,19.6,Riding,,70,12364.8,-2,1
2026-04-05,10:00:35.800,38,120.0,38.9,4671,100.0,12365.0,39,82,35.6,55.7629,37.6315,156,58.4,62.3,33,19.8,Riding,,75,12365.0,-2,1
2026-04-05,10:00:35.900,40,119.5,41.6,4967,100.0,12365.1,40,87,38.0,55.7629,37.6316,156,62.3,62.1,34,19.9,Riding,,80,12365.1,-2,1
2026-04-05,10:00:36.000,43,119.0,44.8,5336,100.0,12365.2,41,93,40.4,55.7630,37.6317,156,67.2,62.8,35,20.0,Riding,,85,12365.2,-2,1
2026-04-05,10:00:36.100,45,118.7,46.9,5566,100.0,12365.3,42,95,42.8,55.7630,37.6318,156,70.3,61.8,35,20.1,Riding,,90,12365.3,-2,1
2026-04-05,10:00:36.200,48,118.4,48.7,5759,100.0,12365.4,42,95,45.1,55.7631,37.6319,156,73.0,60.6,36,20.2,Riding,,95,12365.4,-2,1
2026-04-05,10:00:36.300,50,118.0,50.6,5975,100.0,12365.6,43,95,47.5,55.7631,37.6320,156,75.9,59.8,36,20.4,Riding,,100,12365.6,-2,1
2026-04-05,10:00:36.400,53,117.6,53.5,6294,100.0,12365.7,44,95,49.9,55.7632,37.6321,156,80.3,59.9,37,20.5,Riding,,105,12365.7,-2,1
2026-04-05,10:00:36.500,55,117.3,54.9,6443,100.0,12365.9,44,95,52.3,55.7632,37.6322,156,82.4,58.6,37,20.7,Riding,,110,12365.9,-2,1
2026-04-05,10:00:36.600,55,123.8,13.6,1684,100.0,12366.0,30,68,52.3,55.7633,37.6323,156,17.7,9.2,27,20.8,Riding,,110,12366.0,-2,1
2026-04-05,10:00:36.700,55,123.8,13.7,1691,100.0,12366.2,30,68,52.3,55.7633,37.6324,156,17.8,9.2,27,21.0,Riding,,110,12366.2,-2,1
2026-04-05,10:00:36.800,55,123.8,14.0,1738,100.0,12366.3,30,68,52.3,55.7634,37.6325,156,18.3,9.5,27,21.1,Riding,,110,12366.3,-2,1
2026-04-05,10:00:36.900,55,123.8,13.7,1699,100.0,12366.5,30,68,52.3,55.7635,37.6326,156,17.8,9.3,27,21.3,Riding,,110,12366.5,-2,1
2026-04-05,10:00:37.000,55,123.8,14.1,1740,100.0,12366.6,30,68,52.3,55.7635,37.6327,156,18.3,9.5,27,21.4,Riding,,110,12366.6,-2,1
2026-04-05,10:00:37.100,53,123.8,4.4,541,100.0,12366.8,27,16,50.3,55.7636,37.6328,156,5.2,2.0,25,21.6,Riding,,106,12366.8,-2,1
2026-04-05,10:00:37.200,51,124.0,4.3,534,100.0,12366.9,27,15,48.4,55.7636,37.6329,156,5.2,2.1,25,21.7,Riding,,102,12366.9,-2,1
2026-04-05,10:00:37.300,49,124.0,4.0,498,100.0,12367.1,26,15,46.5,55.7637,37.6330,156,4.8,2.0,25,21.9,Riding,,98,12367.1,-2,1
2026-04-05,10:00:37.400,47,124.2,3.9,488,100.0,12367.2,26,14,44.6,55.7637,37.6331,156,4.7,2.1,25,22.0,Riding,,94,12367.2,-2,1
2026-04-05,10:00:37.500,45,124.3,3.7,454,100.0,12367.3,26,14,42.8,55.7638,37.6332,156,4.4,2.0,25,22.1,Riding,,90,12367.3,-2,1
2026-04-05,10:00:37.600,43,124.3,3.8,478,100.0,12367.4,26,13,40.9,55.7638,37.6333,156,4.6,2.2,25,22.2,Riding,,86,12367.4,-2,1
2026-04-05,10:00:37.700,41,124.5,3.6,454,100.0,12367.6,26,12,38.9,55.7638,37.6334,156,4.4,2.2,25,22.4,Riding,,82,12367.6,-2,1
2026-04-05,10:00:37.800,39,124.5,3.4,428,100.0,12367.7,26,12,37.0,55.7639,37.6335,156,4.1,2.2,25,22.5,Riding,,78,12367.7,-2,1
2026-04-05,10:00:37.900,37,124.7,3.2,398,100.0,12367.8,26,11,35.1,55.7639,37.6335,156,3.8,2.2,25,22.6,Riding,,74,12367.8,-2,1
2026-04-05,10:00:38.000,35,124.8,3.2,399,100.0,12367.9,26,11,33.3,55.7640,37.6336,156,3.8,2.3,25,22.7,Riding,,70,12367.9,-2,1
2026-04-05,10:00:38.100,33,124.8,2.9,366,100.0,12368.0,26,10,31.3,55.7640,37.6337,156,3.5,2.2,25,22.8,Riding,,66,12368.0,-2,1
2026-04-05,10:00:38.200,31,125.0,2.5,314,100.0,12368.0,26,9,29.4,55.7640,37.6337,156,3.0,2.0,25,22.8,Riding,,62,12368.0,-2,1
2026-04-05,10:00:38.300,29,125.0,2.6,325,100.0,12368.1,26,9,27.5,55.7640,37.6338,156,3.1,2.2,25,22.9,Riding,,58,12368.1,-2,1
2026-04-05,10:00:38.400,27,125.2,2.5,314,100.0,12368.2,26,8,25.6,55.7641,37.6338,156,3.0,2.3,25,23.0,Riding,,54,12368.2,-2,1
2026-04-05,10:00:38.500,25,125.3,2.1,269,100.0,12368.3,26,8,23.8,55.7641,37.6339,156,2.6,2.2,25,23.1,Riding,,50,12368.3,-2,1
2026-04-05,10:00:38.600,23,125.3,1.8,232,100.0,12368.3,26,7,21.8,55.7641,37.6339,156,2.2,2.0,24,23.1,Riding,,46,12368.3,-2,1
2026-04-05,10:00:38.700,21,125.5,1.8,221,100.0,12368.4,26,6,19.9,55.7641,37.6340,156,2.1,2.1,24,23.2,Riding,,42,12368.4,-2,1
2026-04-05,10:00:38.800,19,125.5,1.8,224,100.0,12368.4,26,6,18.1,55.7642,37.6340,156,2.1,2.4,24,23.2,Riding,,38,12368.4,-2,1
2026-04-05,10:00:38.900,17,125.7,1.7,218,100.0,12368.5,26,5,16.1,55.7642,37.6341,156,2.1,2.6,24,23.3,Riding,,34,12368.5,-2,1
2026-04-05,10:00:39.000,15,125.8,1.4,175,100.0,12368.5,26,5,14.3,55.7642,37.6341,156,1.7,2.3,24,23.3,Riding,,30,12368.5,-2,1
2026-04-05,10:00:39.100,13,125.8,1.4,174,100.0,12368.6,26,4,12.3,55.7642,37.6341,156,1.7,2.7,24,23.4,Riding,,26,12368.6,-2,1
2026-04-05,10:00:39.200,11,126.0,0.9,117,100.0,12368.6,25,3,10.4,55.7642,37.6341,156,1.1,2.1,24,23.4,Riding,,22,12368.6,-2,1
2026-04-05,10:00:39.300,9,126.0,1.0,127,100.0,12368.6,25,3,8.5,55.7642,37.6342,156,1.2,2.8,24,23.4,Riding,,18,12368.6,-2,1
2026-04-05,10:00:39.400,7,126.2,0.9,116,100.0,12368.6,25,2,6.6,55.7642,37.6342,156,1.1,3.3,24,23.4,Riding,,14,12368.6,-2,1
2026-04-05,10:00:39.500,5,126.3,0.7,93,100.0,12368.7,25,2,4.8,55.7642,37.6342,156,0.9,3.7,24,23.5,Riding,,10,12368.7,-2,1
2026-04-05,10:00:39.600,3,126.3,0.6,72,100.0,12368.7,25,1,2.8,55.7642,37.6342,156,0.7,4.8,24,23.5,Standby,,6,12368.7,-2,1
2026-04-05,10:00:39.700,1,126.5,0.1,16,100.0,12368.7,25,0,0.9,55.7642,37.6342,156,0.2,3.3,24,23.5,Standby,,2,12368.7,-2,1
2026-04-05,10:00:39.800,0,126.5,0.1,8,100.0,12368.7,25,0,0.0,55.7642,37.6342,156,0.1,1.5,24,23.5,Standby,,0,12368.7,-2,1
2026-04-05,10:00:39.900,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:40.000,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:40.100,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:40.200,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:40.300,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:40.400,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:40.500,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:40.600,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:40.700,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:40.800,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:40.900,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:41.000,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:41.100,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:41.200,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:41.300,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:41.400,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:41.500,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:41.600,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:41.700,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:41.800,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:41.900,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:42.000,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:42.100,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:42.200,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:42.300,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:42.400,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:42.500,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:42.600,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:42.700,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
2026-04-05,10:00:42.800,0,126.5,0,0,100.0,12368.7,25,0,0,55.7642,37.6342,156,0,0,24,23.5,Standby,,0,12368.7,0,0
